a : 483.0000, 0 -> 0
b : -369.0000, 0 -> 2
a : -129.0000, 1 -> 4
b : -162.0000, 1 -> 7
a : -512.0000, 2 -> 5
b : -536.0000, 2 -> 4
a : -220.0000, 3 -> 5
b : -725.0000, 3 -> 6
a : 36.0000, 4 -> 1
b : -549.0000, 4 -> 0
a : -399.0000, 5 -> 5
b : 753.0000, 5 -> 2
a : -660.0000, 6 -> 7
b : 789.0000, 6 -> 6
a : 218.0000, 7 -> 2
b : 349.0000, 7 -> 7
a : -987.0000, 0 -> 4
a : 468.0000, 1 -> 6
a : 812.0000, 2 -> 5
b : -281.0000, 3 -> 4
b : 901.0000, 4 -> 0
a : 426.0000, 5 -> 2
a : 149.0000, 6 -> 5
a : -863.0000, 7 -> 4
a : -247.0000, 7 -> 3
