a : -955.0000, 0 -> 0
b : -202.0000, 0 -> 2
c : 989.0000, 0 -> 1
d : -957.0000, 0 -> 2
a : -273.0000, 1 -> 1
b : -18.0000, 1 -> 2
c : -14.0000, 1 -> 0
d : 343.0000, 1 -> 2
a : 270.0000, 2 -> 2
b : -772.0000, 2 -> 0
c : -872.0000, 2 -> 2
d : -659.0000, 2 -> 3
a : 104.0000, 3 -> 3
b : -195.0000, 3 -> 1
c : 590.0000, 3 -> 2
d : -281.0000, 3 -> 0
a : 911.0000, 0 -> 2
a : 406.0000, 0 -> 1
a : 343.0000, 1 -> 1
a : 787.0000, 1 -> 1
d : 623.0000, 2 -> 1
b : -405.0000, 2 -> 0
a : -105.0000, 3 -> 3
a : -59.0000, 3 -> 1
