a : -990.0000, 0 -> 7
b : 275.0000, 0 -> 6
c : 441.0000, 0 -> 4
d : -275.0000, 0 -> 7
a : -279.0000, 1 -> 6
b : -472.0000, 1 -> 3
c : -695.0000, 1 -> 1
d : -912.0000, 1 -> 4
a : -778.0000, 2 -> 1
b : -142.0000, 2 -> 6
c : -148.0000, 2 -> 4
d : 974.0000, 2 -> 7
a : 985.0000, 3 -> 2
b : 137.0000, 3 -> 3
c : 901.0000, 3 -> 6
d : 459.0000, 3 -> 5
a : 894.0000, 4 -> 5
b : 823.0000, 4 -> 3
c : 842.0000, 4 -> 5
d : -769.0000, 4 -> 7
a : 178.0000, 5 -> 2
b : -590.0000, 5 -> 1
c : -34.0000, 5 -> 7
d : -767.0000, 5 -> 3
a : 894.0000, 6 -> 5
b : -987.0000, 6 -> 1
c : 206.0000, 6 -> 1
d : -220.0000, 6 -> 6
a : -512.0000, 7 -> 6
b : 477.0000, 7 -> 3
c : -633.0000, 7 -> 5
d : -579.0000, 7 -> 1
d : -421.0000, 0 -> 7
c : -385.0000, 0 -> 6
d : -903.0000, 1 -> 3
c : 381.0000, 1 -> 6
c : 27.0000, 2 -> 5
d : -880.0000, 2 -> 5
a : 842.0000, 3 -> 2
c : 620.0000, 3 -> 4
b : 637.0000, 4 -> 5
c : -505.0000, 4 -> 7
d : 903.0000, 5 -> 1
d : 27.0000, 5 -> 3
d : 891.0000, 6 -> 5
a : 799.0000, 6 -> 2
d : 163.0000, 7 -> 2
c : -41.0000, 7 -> 0
