a : 748.0000, 0 -> 6
b : -369.0000, 0 -> 6
a : 767.0000, 1 -> 7
b : 98.0000, 1 -> 0
a : -20.0000, 2 -> 4
b : -35.0000, 2 -> 7
a : -562.0000, 3 -> 1
b : -730.0000, 3 -> 7
a : 981.0000, 4 -> 2
b : -749.0000, 4 -> 1
a : -233.0000, 5 -> 5
b : -890.0000, 5 -> 0
a : -930.0000, 6 -> 6
b : 22.0000, 6 -> 6
a : -245.0000, 7 -> 1
b : -691.0000, 7 -> 2
a : -437.0000, 0 -> 7
b : 393.0000, 1 -> 6
b : -375.0000, 2 -> 5
a : 337.0000, 3 -> 3
b : 807.0000, 4 -> 1
a : -381.0000, 5 -> 7
b : -308.0000, 6 -> 7
a : 865.0000, 7 -> 2
b : 326.0000, 2 -> 3
