a : 875.0000, 0 -> 0
b : 915.0000, 0 -> 7
c : -448.0000, 0 -> 0
d : -458.0000, 0 -> 7
a : -106.0000, 1 -> 4
b : -155.0000, 1 -> 7
c : -300.0000, 1 -> 3
d : 461.0000, 1 -> 7
a : 671.0000, 2 -> 7
b : -247.0000, 2 -> 7
c : -467.0000, 2 -> 3
d : -618.0000, 2 -> 0
a : -174.0000, 3 -> 4
b : -76.0000, 3 -> 3
c : 611.0000, 3 -> 1
d : 828.0000, 3 -> 5
a : -743.0000, 4 -> 4
b : 436.0000, 4 -> 7
c : 35.0000, 4 -> 0
d : -438.0000, 4 -> 4
a : 934.0000, 5 -> 6
b : 953.0000, 5 -> 3
c : 743.0000, 5 -> 6
d : 870.0000, 5 -> 3
a : -395.0000, 6 -> 4
b : -964.0000, 6 -> 2
c : -510.0000, 6 -> 2
d : -823.0000, 6 -> 3
a : -698.0000, 7 -> 3
b : -966.0000, 7 -> 6
c : 799.0000, 7 -> 6
d : 86.0000, 7 -> 4
d : -177.0000, 0 -> 7
d : -787.0000, 0 -> 4
c : -489.0000, 1 -> 1
c : 504.0000, 1 -> 1
c : 90.0000, 2 -> 0
b : -952.0000, 2 -> 2
d : -948.0000, 3 -> 6
c : 924.0000, 3 -> 0
a : -695.0000, 4 -> 7
a : -301.0000, 4 -> 5
d : 572.0000, 5 -> 2
b : -402.0000, 5 -> 5
a : -514.0000, 6 -> 3
c : 750.0000, 6 -> 4
a : 317.0000, 7 -> 1
a : -243.0000, 7 -> 0
