a : 502.0000, 0 -> 0
b : 496.0000, 0 -> 2
c : -686.0000, 0 -> 2
d : -671.0000, 0 -> 2
a : 381.0000, 1 -> 0
b : -424.0000, 1 -> 2
c : -928.0000, 1 -> 3
d : 809.0000, 1 -> 1
a : -741.0000, 2 -> 1
b : -520.0000, 2 -> 1
c : 605.0000, 2 -> 0
d : -506.0000, 2 -> 2
a : -551.0000, 3 -> 0
b : 570.0000, 3 -> 3
c : -449.0000, 3 -> 0
d : 257.0000, 3 -> 3
d : -875.0000, 0 -> 2
c : -419.0000, 0 -> 3
c : -871.0000, 1 -> 2
c : 857.0000, 1 -> 1
b : 483.0000, 2 -> 0
b : -784.0000, 2 -> 1
a : 970.0000, 3 -> 1
c : -979.0000, 3 -> 0
