a : 925.0000, 0 -> 4
b : -388.0000, 0 -> 4
c : 772.0000, 0 -> 3
d : -37.0000, 0 -> 5
a : 557.0000, 1 -> 4
b : 827.0000, 1 -> 6
c : -721.0000, 1 -> 7
d : -547.0000, 1 -> 2
a : -471.0000, 2 -> 5
b : 980.0000, 2 -> 2
c : -651.0000, 2 -> 7
d : -426.0000, 2 -> 7
a : 910.0000, 3 -> 5
b : 707.0000, 3 -> 1
c : -396.0000, 3 -> 7
d : -866.0000, 3 -> 6
a : -100.0000, 4 -> 3
b : 375.0000, 4 -> 5
c : 905.0000, 4 -> 0
d : -885.0000, 4 -> 0
a : -212.0000, 5 -> 2
b : 324.0000, 5 -> 6
c : 685.0000, 5 -> 0
d : -24.0000, 5 -> 2
a : 965.0000, 6 -> 7
b : 736.0000, 6 -> 0
c : -575.0000, 6 -> 6
d : -442.0000, 6 -> 3
a : -146.0000, 7 -> 4
b : 63.0000, 7 -> 6
c : -766.0000, 7 -> 2
d : -683.0000, 7 -> 6
a : 789.0000, 0 -> 4
d : 792.0000, 0 -> 5
c : -137.0000, 1 -> 0
b : 827.0000, 1 -> 0
a : 981.0000, 2 -> 3
a : -724.0000, 2 -> 7
a : 445.0000, 3 -> 7
a : -235.0000, 3 -> 2
b : 578.0000, 4 -> 5
a : 100.0000, 4 -> 7
a : 608.0000, 5 -> 6
d : -34.0000, 5 -> 6
d : 820.0000, 6 -> 1
d : 653.0000, 6 -> 7
c : -916.0000, 7 -> 4
a : -526.0000, 7 -> 2
