a : 245.0000, 0 -> 3
b : -142.0000, 0 -> 2
c : 263.0000, 0 -> 3
d : -658.0000, 0 -> 2
a : -247.0000, 1 -> 1
b : -755.0000, 1 -> 2
c : -262.0000, 1 -> 0
d : 848.0000, 1 -> 0
a : -186.0000, 2 -> 2
b : 315.0000, 2 -> 0
c : -546.0000, 2 -> 2
d : 759.0000, 2 -> 3
a : -861.0000, 3 -> 0
b : -899.0000, 3 -> 3
c : 237.0000, 3 -> 1
d : 739.0000, 3 -> 0
d : -112.0000, 0 -> 3
a : -30.0000, 0 -> 1
a : -518.0000, 1 -> 0
d : 196.0000, 1 -> 3
b : 733.0000, 2 -> 3
d : 871.0000, 2 -> 3
d : -738.0000, 3 -> 1
b : 571.0000, 3 -> 3
