a : 60.0000, 0 -> 1
b : -425.0000, 0 -> 3
c : -902.0000, 0 -> 1
d : -184.0000, 0 -> 3
a : 512.0000, 1 -> 2
b : 132.0000, 1 -> 3
c : -729.0000, 1 -> 2
d : -564.0000, 1 -> 1
a : -177.0000, 2 -> 3
b : 823.0000, 2 -> 2
c : -970.0000, 2 -> 0
d : -21.0000, 2 -> 3
a : -451.0000, 3 -> 2
b : -241.0000, 3 -> 1
c : 399.0000, 3 -> 2
d : 104.0000, 3 -> 3
b : 590.0000, 0 -> 3
d : 929.0000, 0 -> 0
c : -184.0000, 1 -> 2
b : -331.0000, 1 -> 0
c : 601.0000, 2 -> 3
a : -815.0000, 2 -> 3
c : -274.0000, 3 -> 0
d : 384.0000, 3 -> 3
