a : 51.0000, 0 -> 3
b : 683.0000, 0 -> 1
a : -998.0000, 1 -> 4
b : -401.0000, 1 -> 4
a : 972.0000, 2 -> 3
b : 868.0000, 2 -> 5
a : 910.0000, 3 -> 0
b : -557.0000, 3 -> 2
a : 563.0000, 4 -> 2
b : 262.0000, 4 -> 2
a : -582.0000, 5 -> 2
b : -901.0000, 5 -> 4
a : -646.0000, 6 -> 2
b : 991.0000, 6 -> 4
a : 455.0000, 7 -> 6
b : 103.0000, 7 -> 7
a : 623.0000, 0 -> 7
a : 488.0000, 1 -> 4
a : 972.0000, 2 -> 3
b : -947.0000, 3 -> 4
a : -215.0000, 4 -> 2
b : 792.0000, 5 -> 4
a : 666.0000, 6 -> 1
b : 58.0000, 7 -> 1
