a : -205.0000, 0 -> 3
b : -473.0000, 0 -> 2
a : -587.0000, 1 -> 5
b : 581.0000, 1 -> 5
a : 275.0000, 2 -> 1
b : -36.0000, 2 -> 7
a : 53.0000, 3 -> 6
b : -814.0000, 3 -> 3
a : -495.0000, 4 -> 5
b : -369.0000, 4 -> 4
a : 549.0000, 5 -> 6
b : -561.0000, 5 -> 0
a : -591.0000, 6 -> 6
b : 121.0000, 6 -> 1
a : -847.0000, 7 -> 7
b : 663.0000, 7 -> 2
b : -623.0000, 0 -> 4
a : -610.0000, 1 -> 1
a : 385.0000, 2 -> 5
a : 99.0000, 3 -> 3
a : -836.0000, 4 -> 5
a : -702.0000, 5 -> 1
b : 457.0000, 6 -> 6
b : 753.0000, 7 -> 3
