a : 462.0000, 0 -> 7
b : 648.0000, 0 -> 1
a : 866.0000, 1 -> 1
b : -252.0000, 1 -> 3
a : -502.0000, 2 -> 6
b : -926.0000, 2 -> 0
a : 521.0000, 3 -> 1
b : 244.0000, 3 -> 7
a : 437.0000, 4 -> 2
b : -690.0000, 4 -> 3
a : 812.0000, 5 -> 2
b : 181.0000, 5 -> 6
a : 806.0000, 6 -> 0
b : 773.0000, 6 -> 2
a : -718.0000, 7 -> 7
b : 115.0000, 7 -> 0
a : -207.0000, 0 -> 1
a : 783.0000, 1 -> 5
a : -143.0000, 2 -> 5
b : -144.0000, 3 -> 3
b : 233.0000, 4 -> 7
a : -158.0000, 5 -> 2
b : 266.0000, 6 -> 7
b : -599.0000, 7 -> 1
b : 663.0000, 0 -> 4
