a : -73.0000, 0 -> 0
b : 904.0000, 0 -> 3
a : -11.0000, 1 -> 7
b : 732.0000, 1 -> 7
a : 198.0000, 2 -> 6
b : 977.0000, 2 -> 1
a : -278.0000, 3 -> 0
b : -42.0000, 3 -> 5
a : -53.0000, 4 -> 5
b : 537.0000, 4 -> 7
a : -768.0000, 5 -> 6
b : -906.0000, 5 -> 7
a : 123.0000, 6 -> 7
b : 527.0000, 6 -> 0
a : -172.0000, 7 -> 5
b : -264.0000, 7 -> 3
b : -207.0000, 0 -> 3
a : -216.0000, 1 -> 5
a : 105.0000, 2 -> 1
a : 512.0000, 3 -> 5
b : 319.0000, 4 -> 0
a : -589.0000, 5 -> 5
b : 745.0000, 6 -> 0
a : 962.0000, 7 -> 7
a : 720.0000, 3 -> 2
a : 113.0000, 2 -> 4
