a : -883.0000, 0 -> 3
b : -966.0000, 0 -> 5
a : -837.0000, 1 -> 2
b : -998.0000, 1 -> 1
a : -494.0000, 2 -> 4
b : -963.0000, 2 -> 0
a : -775.0000, 3 -> 5
b : -913.0000, 3 -> 4
a : 973.0000, 4 -> 6
b : 686.0000, 4 -> 3
a : -771.0000, 5 -> 2
b : -687.0000, 5 -> 7
a : -489.0000, 6 -> 5
b : 351.0000, 6 -> 6
a : 131.0000, 7 -> 4
b : 83.0000, 7 -> 2
b : -961.0000, 0 -> 7
b : 688.0000, 1 -> 2
a : -605.0000, 2 -> 1
a : 7.0000, 3 -> 1
b : 976.0000, 4 -> 6
a : 335.0000, 5 -> 0
a : 524.0000, 6 -> 2
a : 135.0000, 7 -> 6
