a : -957.0000, 0 -> 0
b : -722.0000, 0 -> 2
a : -66.0000, 1 -> 3
b : -793.0000, 1 -> 2
a : -325.0000, 2 -> 0
b : 657.0000, 2 -> 4
a : 247.0000, 3 -> 1
b : 822.0000, 3 -> 2
a : -851.0000, 4 -> 2
b : -381.0000, 4 -> 5
a : -205.0000, 5 -> 7
b : -946.0000, 5 -> 6
a : -356.0000, 6 -> 7
b : -562.0000, 6 -> 4
a : 685.0000, 7 -> 7
b : -190.0000, 7 -> 5
b : 92.0000, 0 -> 0
a : -71.0000, 1 -> 6
b : 301.0000, 2 -> 5
b : -891.0000, 3 -> 0
b : -706.0000, 4 -> 5
a : 596.0000, 5 -> 1
b : 682.0000, 6 -> 0
b : 485.0000, 7 -> 1
