a : -2.0000, 0 -> 1
b : 424.0000, 0 -> 3
a : 442.0000, 1 -> 0
b : -315.0000, 1 -> 3
a : 691.0000, 2 -> 5
b : 433.0000, 2 -> 6
a : -30.0000, 3 -> 1
b : -718.0000, 3 -> 4
a : 593.0000, 4 -> 3
b : -929.0000, 4 -> 4
a : 205.0000, 5 -> 2
b : -133.0000, 5 -> 4
a : 355.0000, 6 -> 6
b : 805.0000, 6 -> 4
a : 606.0000, 7 -> 2
b : -110.0000, 7 -> 5
a : -108.0000, 0 -> 4
b : 56.0000, 1 -> 1
b : 252.0000, 2 -> 5
b : 181.0000, 3 -> 1
a : -545.0000, 4 -> 1
a : -187.0000, 5 -> 5
b : 747.0000, 6 -> 1
a : 551.0000, 7 -> 6
a : -899.0000, 3 -> 2
a : -833.0000, 1 -> 7
