a : -437.0000, 0 -> 4
b : -358.0000, 0 -> 3
c : 621.0000, 0 -> 1
d : -309.0000, 0 -> 7
a : -857.0000, 1 -> 2
b : -793.0000, 1 -> 5
c : -186.0000, 1 -> 6
d : -446.0000, 1 -> 5
a : -785.0000, 2 -> 3
b : 867.0000, 2 -> 3
c : 775.0000, 2 -> 3
d : -218.0000, 2 -> 4
a : -718.0000, 3 -> 3
b : 1.0000, 3 -> 5
c : 286.0000, 3 -> 1
d : -566.0000, 3 -> 6
a : 277.0000, 4 -> 5
b : 601.0000, 4 -> 6
c : -881.0000, 4 -> 7
d : -626.0000, 4 -> 6
a : -427.0000, 5 -> 6
b : -621.0000, 5 -> 1
c : -613.0000, 5 -> 6
d : -931.0000, 5 -> 0
a : 153.0000, 6 -> 5
b : 908.0000, 6 -> 5
c : -995.0000, 6 -> 5
d : -785.0000, 6 -> 5
a : 915.0000, 7 -> 6
b : 284.0000, 7 -> 6
c : 623.0000, 7 -> 4
d : -692.0000, 7 -> 1
b : -826.0000, 0 -> 6
d : 717.0000, 0 -> 2
d : 862.0000, 1 -> 1
a : -516.0000, 1 -> 7
a : -139.0000, 2 -> 2
d : -584.0000, 2 -> 2
d : -64.0000, 3 -> 1
a : -460.0000, 3 -> 4
c : -551.0000, 4 -> 7
c : -355.0000, 4 -> 3
a : -159.0000, 5 -> 2
b : -863.0000, 5 -> 1
c : 185.0000, 6 -> 7
a : 329.0000, 6 -> 4
b : 609.0000, 7 -> 5
c : 46.0000, 7 -> 0
