a : 676.0000, 0 -> 2
b : -691.0000, 0 -> 0
c : -303.0000, 0 -> 2
d : -446.0000, 0 -> 0
a : 49.0000, 1 -> 2
b : -889.0000, 1 -> 1
c : -73.0000, 1 -> 0
d : -772.0000, 1 -> 3
a : 483.0000, 2 -> 2
b : 316.0000, 2 -> 3
c : 986.0000, 2 -> 1
d : -33.0000, 2 -> 2
a : -388.0000, 3 -> 3
b : 599.0000, 3 -> 3
c : 254.0000, 3 -> 2
d : 680.0000, 3 -> 0
d : -509.0000, 0 -> 1
c : -162.0000, 0 -> 3
c : -914.0000, 1 -> 3
a : -204.0000, 1 -> 1
b : -447.0000, 2 -> 3
c : -974.0000, 2 -> 0
c : 530.0000, 3 -> 2
d : 401.0000, 3 -> 2
