a : 150.0000, 0 -> 1
b : -115.0000, 0 -> 3
c : -641.0000, 0 -> 0
d : -796.0000, 0 -> 2
a : -285.0000, 1 -> 2
b : 90.0000, 1 -> 0
c : -84.0000, 1 -> 2
d : 314.0000, 1 -> 1
a : -608.0000, 2 -> 1
b : 170.0000, 2 -> 1
c : 658.0000, 2 -> 0
d : 900.0000, 2 -> 2
a : -742.0000, 3 -> 3
b : -57.0000, 3 -> 0
c : 710.0000, 3 -> 1
d : 609.0000, 3 -> 3
c : 227.0000, 0 -> 1
b : 640.0000, 0 -> 1
d : -1000.0000, 1 -> 1
c : 878.0000, 1 -> 3
a : -315.0000, 2 -> 3
d : 284.0000, 2 -> 0
a : 290.0000, 3 -> 1
b : -737.0000, 3 -> 1
