a : 703.0000, 0 -> 2
b : 321.0000, 0 -> 2
a : 664.0000, 1 -> 3
b : 152.0000, 1 -> 3
a : -815.0000, 2 -> 5
b : 796.0000, 2 -> 3
a : -392.0000, 3 -> 2
b : 243.0000, 3 -> 0
a : -630.0000, 4 -> 1
b : -470.0000, 4 -> 4
a : 372.0000, 5 -> 7
b : -758.0000, 5 -> 7
a : 40.0000, 6 -> 2
b : 408.0000, 6 -> 3
a : 708.0000, 7 -> 2
b : -884.0000, 7 -> 6
b : -725.0000, 0 -> 1
a : -514.0000, 1 -> 5
b : -57.0000, 2 -> 4
a : -868.0000, 3 -> 7
a : -546.0000, 4 -> 0
a : 894.0000, 5 -> 6
a : 270.0000, 6 -> 7
a : 215.0000, 7 -> 3
