a : 788.0000, 0 -> 2
b : 356.0000, 0 -> 3
c : -356.0000, 0 -> 1
d : -578.0000, 0 -> 0
a : -118.0000, 1 -> 1
b : 527.0000, 1 -> 0
c : 783.0000, 1 -> 0
d : -394.0000, 1 -> 3
a : -805.0000, 2 -> 0
b : 297.0000, 2 -> 3
c : 739.0000, 2 -> 2
d : 622.0000, 2 -> 1
a : 716.0000, 3 -> 2
b : -344.0000, 3 -> 0
c : -773.0000, 3 -> 3
d : 509.0000, 3 -> 2
d : 40.0000, 0 -> 1
d : 656.0000, 0 -> 3
a : -673.0000, 1 -> 1
a : 746.0000, 1 -> 0
c : 503.0000, 2 -> 2
b : -207.0000, 2 -> 3
a : 465.0000, 3 -> 0
a : 562.0000, 3 -> 2
