a : -580.0000, 0 -> 3
b : -911.0000, 0 -> 1
c : -878.0000, 0 -> 1
d : 617.0000, 0 -> 4
a : -30.0000, 1 -> 0
b : 428.0000, 1 -> 0
c : -150.0000, 1 -> 7
d : 729.0000, 1 -> 6
a : -725.0000, 2 -> 5
b : -201.0000, 2 -> 5
c : -687.0000, 2 -> 0
d : 409.0000, 2 -> 2
a : 546.0000, 3 -> 1
b : 338.0000, 3 -> 4
c : 169.0000, 3 -> 6
d : 283.0000, 3 -> 0
a : -390.0000, 4 -> 5
b : -106.0000, 4 -> 5
c : 653.0000, 4 -> 4
d : 389.0000, 4 -> 3
a : 982.0000, 5 -> 0
b : -949.0000, 5 -> 4
c : -518.0000, 5 -> 2
d : 600.0000, 5 -> 2
a : -469.0000, 6 -> 3
b : -451.0000, 6 -> 5
c : 975.0000, 6 -> 5
d : -346.0000, 6 -> 5
a : 951.0000, 7 -> 2
b : -654.0000, 7 -> 0
c : 432.0000, 7 -> 6
d : 867.0000, 7 -> 1
b : -561.0000, 0 -> 6
a : -290.0000, 0 -> 3
c : -383.0000, 1 -> 4
a : -567.0000, 1 -> 5
a : 362.0000, 2 -> 3
d : 384.0000, 2 -> 4
b : -131.0000, 3 -> 4
c : -680.0000, 3 -> 1
a : 609.0000, 4 -> 3
a : 64.0000, 4 -> 5
d : 386.0000, 5 -> 0
b : -840.0000, 5 -> 7
b : 362.0000, 6 -> 6
b : -809.0000, 6 -> 2
d : 72.0000, 7 -> 7
b : 49.0000, 7 -> 2
