a : -850.0000, 0 -> 4
b : 429.0000, 0 -> 0
c : -115.0000, 0 -> 1
d : -381.0000, 0 -> 7
a : 477.0000, 1 -> 3
b : 113.0000, 1 -> 3
c : -944.0000, 1 -> 2
d : -500.0000, 1 -> 7
a : -929.0000, 2 -> 1
b : 166.0000, 2 -> 2
c : 779.0000, 2 -> 2
d : 601.0000, 2 -> 2
a : -989.0000, 3 -> 5
b : -847.0000, 3 -> 6
c : 914.0000, 3 -> 2
d : -623.0000, 3 -> 2
a : -537.0000, 4 -> 6
b : -467.0000, 4 -> 6
c : -61.0000, 4 -> 4
d : 311.0000, 4 -> 2
a : -205.0000, 5 -> 3
b : -911.0000, 5 -> 0
c : -1000.0000, 5 -> 4
d : -93.0000, 5 -> 3
a : 90.0000, 6 -> 4
b : -207.0000, 6 -> 6
c : -926.0000, 6 -> 0
d : -131.0000, 6 -> 6
a : -542.0000, 7 -> 1
b : -368.0000, 7 -> 7
c : 143.0000, 7 -> 0
d : 312.0000, 7 -> 7
b : 609.0000, 0 -> 5
a : 227.0000, 0 -> 0
d : -518.0000, 1 -> 0
b : 471.0000, 1 -> 4
c : -473.0000, 2 -> 4
a : 967.0000, 2 -> 0
d : 407.0000, 3 -> 0
b : 135.0000, 3 -> 4
b : 340.0000, 4 -> 1
b : -84.0000, 4 -> 3
c : 722.0000, 5 -> 4
d : -266.0000, 5 -> 6
c : -496.0000, 6 -> 3
a : 739.0000, 6 -> 1
d : 682.0000, 7 -> 7
c : 788.0000, 7 -> 4
