a : 509.0000, 0 -> 5
b : 4.0000, 0 -> 1
a : -315.0000, 1 -> 5
b : -203.0000, 1 -> 0
a : 138.0000, 2 -> 1
b : -575.0000, 2 -> 6
a : -76.0000, 3 -> 4
b : 83.0000, 3 -> 1
a : -958.0000, 4 -> 1
b : -804.0000, 4 -> 6
a : 107.0000, 5 -> 1
b : -629.0000, 5 -> 5
a : -916.0000, 6 -> 1
b : 681.0000, 6 -> 7
a : 814.0000, 7 -> 3
b : -851.0000, 7 -> 2
a : -934.0000, 0 -> 4
b : 747.0000, 1 -> 7
a : -383.0000, 2 -> 6
b : 992.0000, 3 -> 7
a : 819.0000, 4 -> 1
a : 824.0000, 5 -> 7
a : 807.0000, 6 -> 0
a : -509.0000, 7 -> 7
