a : 120.0000, 0 -> 3
b : 522.0000, 0 -> 0
c : -155.0000, 0 -> 1
d : -443.0000, 0 -> 1
a : -473.0000, 1 -> 0
b : 412.0000, 1 -> 2
c : -851.0000, 1 -> 2
d : -869.0000, 1 -> 0
a : 197.0000, 2 -> 3
b : 642.0000, 2 -> 0
c : 643.0000, 2 -> 2
d : -632.0000, 2 -> 1
a : -576.0000, 3 -> 2
b : 478.0000, 3 -> 0
c : -138.0000, 3 -> 3
d : 288.0000, 3 -> 2
d : -753.0000, 0 -> 0
c : 89.0000, 0 -> 0
d : -265.0000, 1 -> 1
a : 217.0000, 1 -> 0
a : -47.0000, 2 -> 3
b : -206.0000, 2 -> 3
b : 758.0000, 3 -> 0
d : -955.0000, 3 -> 0
