a : 783.0000, 0 -> 7
b : -992.0000, 0 -> 2
c : 170.0000, 0 -> 0
d : 272.0000, 0 -> 4
a : 511.0000, 1 -> 0
b : 146.0000, 1 -> 1
c : -329.0000, 1 -> 0
d : 702.0000, 1 -> 6
a : 346.0000, 2 -> 3
b : 275.0000, 2 -> 4
c : -699.0000, 2 -> 0
d : 141.0000, 2 -> 6
a : -412.0000, 3 -> 0
b : 562.0000, 3 -> 2
c : -515.0000, 3 -> 5
d : -26.0000, 3 -> 3
a : -730.0000, 4 -> 3
b : 152.0000, 4 -> 0
c : 698.0000, 4 -> 7
d : 635.0000, 4 -> 6
a : -928.0000, 5 -> 1
b : -176.0000, 5 -> 6
c : 793.0000, 5 -> 7
d : 958.0000, 5 -> 3
a : 22.0000, 6 -> 3
b : 858.0000, 6 -> 6
c : 404.0000, 6 -> 4
d : -712.0000, 6 -> 4
a : -867.0000, 7 -> 3
b : 340.0000, 7 -> 7
c : 247.0000, 7 -> 5
d : -750.0000, 7 -> 3
c : 214.0000, 0 -> 2
b : -906.0000, 0 -> 2
b : -69.0000, 1 -> 3
b : 252.0000, 1 -> 7
b : 743.0000, 2 -> 5
d : 434.0000, 2 -> 3
a : -417.0000, 3 -> 7
c : -949.0000, 3 -> 4
b : -725.0000, 4 -> 2
c : 468.0000, 4 -> 0
d : -345.0000, 5 -> 6
d : -754.0000, 5 -> 4
a : -936.0000, 6 -> 6
b : 137.0000, 6 -> 4
d : -718.0000, 7 -> 0
d : -396.0000, 7 -> 1
