a : -637.0000, 0 -> 0
b : 553.0000, 0 -> 2
c : -249.0000, 0 -> 3
d : 232.0000, 0 -> 0
a : -977.0000, 1 -> 3
b : -217.0000, 1 -> 1
c : -807.0000, 1 -> 1
d : -690.0000, 1 -> 1
a : 202.0000, 2 -> 0
b : 209.0000, 2 -> 1
c : -489.0000, 2 -> 0
d : 206.0000, 2 -> 3
a : -286.0000, 3 -> 1
b : 390.0000, 3 -> 3
c : 87.0000, 3 -> 2
d : -626.0000, 3 -> 0
c : -289.0000, 0 -> 1
c : 945.0000, 0 -> 3
b : -543.0000, 1 -> 3
a : 930.0000, 1 -> 2
a : 622.0000, 2 -> 2
c : 477.0000, 2 -> 0
b : 598.0000, 3 -> 2
b : 756.0000, 3 -> 1
