a : 71.0000, 0 -> 1
b : -574.0000, 0 -> 4
a : -317.0000, 1 -> 6
b : -273.0000, 1 -> 0
a : 770.0000, 2 -> 2
b : -149.0000, 2 -> 2
a : -613.0000, 3 -> 7
b : 121.0000, 3 -> 7
a : -475.0000, 4 -> 5
b : 241.0000, 4 -> 6
a : 360.0000, 5 -> 2
b : -194.0000, 5 -> 7
a : -415.0000, 6 -> 3
b : -630.0000, 6 -> 1
a : -480.0000, 7 -> 3
b : -805.0000, 7 -> 0
a : -250.0000, 0 -> 6
a : 29.0000, 1 -> 1
a : -259.0000, 2 -> 7
b : 13.0000, 3 -> 1
a : -193.0000, 4 -> 2
b : 326.0000, 5 -> 7
a : -653.0000, 6 -> 7
b : 596.0000, 7 -> 5
