a : -747.0000, 0 -> 7
b : 271.0000, 0 -> 4
c : -690.0000, 0 -> 5
d : 126.0000, 0 -> 7
a : 198.0000, 1 -> 2
b : -266.0000, 1 -> 1
c : 972.0000, 1 -> 7
d : 141.0000, 1 -> 4
a : -45.0000, 2 -> 1
b : -984.0000, 2 -> 0
c : 298.0000, 2 -> 7
d : -639.0000, 2 -> 6
a : -672.0000, 3 -> 7
b : -530.0000, 3 -> 6
c : 804.0000, 3 -> 6
d : -825.0000, 3 -> 0
a : -593.0000, 4 -> 5
b : -811.0000, 4 -> 6
c : -898.0000, 4 -> 5
d : 543.0000, 4 -> 5
a : 414.0000, 5 -> 3
b : -969.0000, 5 -> 5
c : 526.0000, 5 -> 5
d : 412.0000, 5 -> 3
a : -830.0000, 6 -> 7
b : -840.0000, 6 -> 2
c : 249.0000, 6 -> 2
d : 282.0000, 6 -> 3
a : 999.0000, 7 -> 2
b : 371.0000, 7 -> 5
c : -515.0000, 7 -> 5
d : -435.0000, 7 -> 5
c : -228.0000, 0 -> 2
a : -380.0000, 0 -> 0
b : -10.0000, 1 -> 3
b : -4.0000, 1 -> 7
a : 275.0000, 2 -> 5
c : -634.0000, 2 -> 1
a : 123.0000, 3 -> 0
a : -862.0000, 3 -> 0
a : 967.0000, 4 -> 1
d : 216.0000, 4 -> 3
d : 33.0000, 5 -> 1
b : 264.0000, 5 -> 4
c : -915.0000, 6 -> 0
d : 790.0000, 6 -> 7
c : -318.0000, 7 -> 3
b : -823.0000, 7 -> 5
