a : -53.0000, 0 -> 6
b : 232.0000, 0 -> 5
a : 225.0000, 1 -> 3
b : -389.0000, 1 -> 2
a : 132.0000, 2 -> 5
b : -611.0000, 2 -> 1
a : 589.0000, 3 -> 2
b : 110.0000, 3 -> 3
a : -880.0000, 4 -> 0
b : -30.0000, 4 -> 7
a : 256.0000, 5 -> 5
b : 762.0000, 5 -> 7
a : -218.0000, 6 -> 0
b : 598.0000, 6 -> 7
a : 72.0000, 7 -> 7
b : -393.0000, 7 -> 2
b : -323.0000, 0 -> 5
a : -14.0000, 1 -> 3
a : 824.0000, 2 -> 0
b : -669.0000, 3 -> 2
b : -337.0000, 4 -> 5
a : 950.0000, 5 -> 3
b : 719.0000, 6 -> 6
a : -820.0000, 7 -> 0
a : 908.0000, 1 -> 4
