a : 250.0000, 0 -> 3
b : 609.0000, 0 -> 3
c : 37.0000, 0 -> 2
d : 608.0000, 0 -> 3
a : 817.0000, 1 -> 2
b : -39.0000, 1 -> 2
c : 408.0000, 1 -> 2
d : -249.0000, 1 -> 2
a : -261.0000, 2 -> 2
b : 58.0000, 2 -> 0
c : 950.0000, 2 -> 3
d : -634.0000, 2 -> 1
a : -15.0000, 3 -> 0
b : -209.0000, 3 -> 1
c : -975.0000, 3 -> 2
d : -634.0000, 3 -> 2
a : -598.0000, 0 -> 0
c : -635.0000, 0 -> 0
a : 706.0000, 1 -> 2
a : 842.0000, 1 -> 2
c : -383.0000, 2 -> 0
d : -712.0000, 2 -> 3
c : 461.0000, 3 -> 2
c : -674.0000, 3 -> 1
