a : -796.0000, 0 -> 2
b : -954.0000, 0 -> 7
a : -176.0000, 1 -> 4
b : 777.0000, 1 -> 0
a : -781.0000, 2 -> 4
b : 164.0000, 2 -> 2
a : -560.0000, 3 -> 1
b : -156.0000, 3 -> 5
a : 170.0000, 4 -> 4
b : -639.0000, 4 -> 5
a : 763.0000, 5 -> 1
b : -113.0000, 5 -> 7
a : 259.0000, 6 -> 7
b : 607.0000, 6 -> 7
a : 773.0000, 7 -> 3
b : -254.0000, 7 -> 7
a : 1.0000, 0 -> 0
b : 384.0000, 1 -> 6
b : -593.0000, 2 -> 6
a : 302.0000, 3 -> 3
b : 714.0000, 4 -> 7
a : -639.0000, 5 -> 5
b : -749.0000, 6 -> 3
b : 227.0000, 7 -> 5
