a : -873.0000, 0 -> 1
b : 687.0000, 0 -> 2
a : 900.0000, 1 -> 2
b : 160.0000, 1 -> 4
a : 952.0000, 2 -> 5
b : 109.0000, 2 -> 4
a : -874.0000, 3 -> 2
b : 378.0000, 3 -> 2
a : 225.0000, 4 -> 4
b : -260.0000, 4 -> 5
a : 935.0000, 5 -> 1
b : 836.0000, 5 -> 5
a : 944.0000, 6 -> 6
b : -16.0000, 6 -> 6
a : -510.0000, 7 -> 4
b : 811.0000, 7 -> 4
b : -445.0000, 0 -> 5
a : 423.0000, 1 -> 0
b : 813.0000, 2 -> 0
a : -761.0000, 3 -> 3
b : 92.0000, 4 -> 4
b : 863.0000, 5 -> 7
a : -380.0000, 6 -> 5
b : -404.0000, 7 -> 3
a : 603.0000, 3 -> 6
