a : -101.0000, 0 -> 1
b : -336.0000, 0 -> 2
c : -309.0000, 0 -> 2
d : -506.0000, 0 -> 4
a : 187.0000, 1 -> 6
b : 420.0000, 1 -> 6
c : 59.0000, 1 -> 0
d : -231.0000, 1 -> 5
a : 268.0000, 2 -> 7
b : -62.0000, 2 -> 1
c : 983.0000, 2 -> 4
d : 138.0000, 2 -> 6
a : 21.0000, 3 -> 1
b : 19.0000, 3 -> 0
c : -787.0000, 3 -> 4
d : -822.0000, 3 -> 2
a : -146.0000, 4 -> 1
b : -543.0000, 4 -> 1
c : 302.0000, 4 -> 6
d : -957.0000, 4 -> 5
a : 900.0000, 5 -> 3
b : 743.0000, 5 -> 2
c : 616.0000, 5 -> 6
d : 421.0000, 5 -> 1
a : 679.0000, 6 -> 2
b : 959.0000, 6 -> 4
c : -569.0000, 6 -> 2
d : -681.0000, 6 -> 7
a : -332.0000, 7 -> 3
b : -431.0000, 7 -> 7
c : -912.0000, 7 -> 7
d : 327.0000, 7 -> 0
b : 241.0000, 0 -> 6
c : -993.0000, 0 -> 6
d : 541.0000, 1 -> 7
d : 391.0000, 1 -> 4
b : 383.0000, 2 -> 6
d : 512.0000, 2 -> 4
a : -572.0000, 3 -> 3
a : -308.0000, 3 -> 3
d : 353.0000, 4 -> 3
a : -184.0000, 4 -> 2
b : 871.0000, 5 -> 1
b : -707.0000, 5 -> 2
c : -550.0000, 6 -> 6
d : -366.0000, 6 -> 3
a : -555.0000, 7 -> 1
c : 912.0000, 7 -> 2
