a : -874.0000, 0 -> 5
b : 606.0000, 0 -> 1
c : -850.0000, 0 -> 5
d : 937.0000, 0 -> 5
a : 788.0000, 1 -> 4
b : -771.0000, 1 -> 7
c : 435.0000, 1 -> 2
d : -588.0000, 1 -> 4
a : 507.0000, 2 -> 1
b : 866.0000, 2 -> 0
c : -427.0000, 2 -> 3
d : -731.0000, 2 -> 5
a : 471.0000, 3 -> 4
b : -368.0000, 3 -> 1
c : 626.0000, 3 -> 0
d : -134.0000, 3 -> 4
a : -971.0000, 4 -> 1
b : 65.0000, 4 -> 0
c : 904.0000, 4 -> 3
d : -888.0000, 4 -> 2
a : -971.0000, 5 -> 0
b : 515.0000, 5 -> 1
c : 466.0000, 5 -> 6
d : -618.0000, 5 -> 6
a : -492.0000, 6 -> 3
b : -537.0000, 6 -> 2
c : -538.0000, 6 -> 0
d : 842.0000, 6 -> 6
a : 872.0000, 7 -> 3
b : 557.0000, 7 -> 6
c : 732.0000, 7 -> 1
d : -4.0000, 7 -> 1
d : -575.0000, 0 -> 3
b : -830.0000, 0 -> 2
a : 351.0000, 1 -> 0
c : 757.0000, 1 -> 6
d : 473.0000, 2 -> 7
c : -69.0000, 2 -> 5
b : -457.0000, 3 -> 4
b : -740.0000, 3 -> 0
c : 552.0000, 4 -> 4
c : -930.0000, 4 -> 3
c : 110.0000, 5 -> 1
a : -864.0000, 5 -> 0
b : -242.0000, 6 -> 2
b : -919.0000, 6 -> 0
a : -633.0000, 7 -> 2
a : -579.0000, 7 -> 3
