a : 496.0000, 0 -> 0
b : -853.0000, 0 -> 3
c : -927.0000, 0 -> 1
d : -412.0000, 0 -> 3
a : 149.0000, 1 -> 0
b : -392.0000, 1 -> 2
c : 835.0000, 1 -> 3
d : 748.0000, 1 -> 3
a : -730.0000, 2 -> 1
b : -969.0000, 2 -> 1
c : 931.0000, 2 -> 0
d : -26.0000, 2 -> 0
a : 853.0000, 3 -> 0
b : 621.0000, 3 -> 2
c : -590.0000, 3 -> 2
d : -71.0000, 3 -> 2
a : -957.0000, 0 -> 2
c : 415.0000, 0 -> 2
a : -854.0000, 1 -> 0
a : 687.0000, 1 -> 3
b : -742.0000, 2 -> 0
b : -863.0000, 2 -> 0
a : -761.0000, 3 -> 3
d : 524.0000, 3 -> 1
