a : -34.0000, 0 -> 0
b : -303.0000, 0 -> 0
a : -748.0000, 1 -> 7
b : -164.0000, 1 -> 3
a : -624.0000, 2 -> 3
b : -163.0000, 2 -> 4
a : -600.0000, 3 -> 6
b : -746.0000, 3 -> 6
a : -395.0000, 4 -> 6
b : -902.0000, 4 -> 4
a : 296.0000, 5 -> 2
b : 271.0000, 5 -> 1
a : -603.0000, 6 -> 2
b : 570.0000, 6 -> 7
a : 627.0000, 7 -> 6
b : -83.0000, 7 -> 6
b : -121.0000, 0 -> 4
b : -326.0000, 1 -> 7
a : 781.0000, 2 -> 6
a : -879.0000, 3 -> 5
b : -576.0000, 4 -> 6
b : 631.0000, 5 -> 6
b : -418.0000, 6 -> 0
a : -461.0000, 7 -> 2
