a : -336.0000, 0 -> 0
b : 601.0000, 0 -> 2
c : -916.0000, 0 -> 1
d : 877.0000, 0 -> 1
a : 460.0000, 1 -> 3
b : -343.0000, 1 -> 3
c : 416.0000, 1 -> 3
d : -829.0000, 1 -> 1
a : 610.0000, 2 -> 2
b : 324.0000, 2 -> 0
c : -573.0000, 2 -> 3
d : -782.0000, 2 -> 3
a : -490.0000, 3 -> 1
b : -304.0000, 3 -> 0
c : -14.0000, 3 -> 0
d : 791.0000, 3 -> 0
c : 203.0000, 0 -> 2
d : -147.0000, 0 -> 1
b : 251.0000, 1 -> 0
a : -136.0000, 1 -> 0
a : 643.0000, 2 -> 2
d : -42.0000, 2 -> 1
b : -891.0000, 3 -> 2
c : -230.0000, 3 -> 3
