a : -772.0000, 0 -> 2
b : -670.0000, 0 -> 0
c : -353.0000, 0 -> 0
d : 144.0000, 0 -> 3
a : 834.0000, 1 -> 0
b : -54.0000, 1 -> 0
c : -178.0000, 1 -> 2
d : -302.0000, 1 -> 0
a : -88.0000, 2 -> 1
b : 769.0000, 2 -> 2
c : -606.0000, 2 -> 0
d : -176.0000, 2 -> 2
a : -968.0000, 3 -> 3
b : 667.0000, 3 -> 0
c : 162.0000, 3 -> 1
d : -989.0000, 3 -> 3
b : -206.0000, 0 -> 1
a : 835.0000, 0 -> 0
d : -853.0000, 1 -> 0
d : 933.0000, 1 -> 0
a : 511.0000, 2 -> 3
d : -633.0000, 2 -> 2
a : -169.0000, 3 -> 3
d : -254.0000, 3 -> 1
