a : -619.0000, 0 -> 0
b : 450.0000, 0 -> 2
c : 917.0000, 0 -> 3
d : -724.0000, 0 -> 0
a : 628.0000, 1 -> 2
b : 192.0000, 1 -> 3
c : -822.0000, 1 -> 3
d : 49.0000, 1 -> 3
a : -928.0000, 2 -> 0
b : 810.0000, 2 -> 3
c : -575.0000, 2 -> 2
d : 241.0000, 2 -> 1
a : 918.0000, 3 -> 2
b : -893.0000, 3 -> 1
c : -784.0000, 3 -> 2
d : -547.0000, 3 -> 1
a : -536.0000, 0 -> 2
b : -333.0000, 0 -> 2
b : -267.0000, 1 -> 3
d : 356.0000, 1 -> 2
a : -696.0000, 2 -> 3
a : 604.0000, 2 -> 2
a : -892.0000, 3 -> 1
a : -432.0000, 3 -> 3
