a : -446.0000, 0 -> 3
b : 258.0000, 0 -> 0
a : -999.0000, 1 -> 5
b : -716.0000, 1 -> 4
a : 955.0000, 2 -> 7
b : -369.0000, 2 -> 4
a : -304.0000, 3 -> 7
b : -643.0000, 3 -> 7
a : -325.0000, 4 -> 1
b : 620.0000, 4 -> 7
a : 25.0000, 5 -> 4
b : 913.0000, 5 -> 4
a : -205.0000, 6 -> 1
b : -220.0000, 6 -> 3
a : 157.0000, 7 -> 0
b : 208.0000, 7 -> 1
a : -362.0000, 0 -> 3
b : 592.0000, 1 -> 5
b : -685.0000, 2 -> 2
b : 312.0000, 3 -> 3
b : 87.0000, 4 -> 7
b : -941.0000, 5 -> 2
a : -564.0000, 6 -> 4
a : 627.0000, 7 -> 5
b : -53.0000, 0 -> 6
