a : -123.0000, 0 -> 7
b : -799.0000, 0 -> 2
a : -133.0000, 1 -> 0
b : -793.0000, 1 -> 5
a : -373.0000, 2 -> 1
b : -800.0000, 2 -> 5
a : -112.0000, 3 -> 0
b : -513.0000, 3 -> 6
a : -129.0000, 4 -> 2
b : -427.0000, 4 -> 4
a : -677.0000, 5 -> 4
b : 807.0000, 5 -> 6
a : 681.0000, 6 -> 2
b : -599.0000, 6 -> 4
a : 614.0000, 7 -> 1
b : 739.0000, 7 -> 5
b : -971.0000, 0 -> 1
b : 340.0000, 1 -> 3
b : 8.0000, 2 -> 4
a : 398.0000, 3 -> 6
a : -4.0000, 4 -> 5
b : 13.0000, 5 -> 3
a : -709.0000, 6 -> 5
a : -903.0000, 7 -> 7
