a : -588.0000, 0 -> 0
b : 521.0000, 0 -> 3
c : -63.0000, 0 -> 3
d : 328.0000, 0 -> 0
a : -878.0000, 1 -> 2
b : -431.0000, 1 -> 0
c : 604.0000, 1 -> 1
d : 218.0000, 1 -> 0
a : 748.0000, 2 -> 3
b : 678.0000, 2 -> 1
c : 201.0000, 2 -> 0
d : -409.0000, 2 -> 1
a : -846.0000, 3 -> 2
b : 370.0000, 3 -> 2
c : -543.0000, 3 -> 0
d : -723.0000, 3 -> 0
a : -97.0000, 0 -> 2
d : 296.0000, 0 -> 1
d : 347.0000, 1 -> 3
d : 411.0000, 1 -> 1
d : 32.0000, 2 -> 1
a : -728.0000, 2 -> 3
c : -105.0000, 3 -> 3
a : -775.0000, 3 -> 0
