a : 711.0000, 0 -> 4
b : 640.0000, 0 -> 3
a : -40.0000, 1 -> 7
b : 960.0000, 1 -> 0
a : 481.0000, 2 -> 1
b : -294.0000, 2 -> 3
a : 236.0000, 3 -> 3
b : 955.0000, 3 -> 1
a : -549.0000, 4 -> 0
b : -429.0000, 4 -> 0
a : 625.0000, 5 -> 2
b : 638.0000, 5 -> 0
a : -652.0000, 6 -> 4
b : -395.0000, 6 -> 7
a : -982.0000, 7 -> 5
b : -749.0000, 7 -> 2
a : -577.0000, 0 -> 0
b : 693.0000, 1 -> 5
b : 48.0000, 2 -> 6
a : 674.0000, 3 -> 7
b : -218.0000, 4 -> 2
b : -86.0000, 5 -> 2
a : 703.0000, 6 -> 1
a : 90.0000, 7 -> 0
