a : -579.0000, 0 -> 7
b : 842.0000, 0 -> 0
c : -490.0000, 0 -> 2
d : -636.0000, 0 -> 1
a : -996.0000, 1 -> 1
b : -864.0000, 1 -> 5
c : 410.0000, 1 -> 1
d : 556.0000, 1 -> 4
a : 988.0000, 2 -> 4
b : -672.0000, 2 -> 3
c : 122.0000, 2 -> 5
d : -380.0000, 2 -> 5
a : -647.0000, 3 -> 2
b : -474.0000, 3 -> 5
c : 925.0000, 3 -> 6
d : -767.0000, 3 -> 0
a : -385.0000, 4 -> 7
b : -776.0000, 4 -> 0
c : -61.0000, 4 -> 4
d : -791.0000, 4 -> 6
a : 961.0000, 5 -> 2
b : 782.0000, 5 -> 4
c : -863.0000, 5 -> 6
d : 876.0000, 5 -> 7
a : -769.0000, 6 -> 6
b : 255.0000, 6 -> 3
c : -179.0000, 6 -> 4
d : -143.0000, 6 -> 3
a : 54.0000, 7 -> 4
b : 752.0000, 7 -> 0
c : 194.0000, 7 -> 3
d : 784.0000, 7 -> 5
d : 446.0000, 0 -> 4
a : 903.0000, 0 -> 5
c : 677.0000, 1 -> 2
b : -77.0000, 1 -> 7
a : -340.0000, 2 -> 5
b : 187.0000, 2 -> 6
c : 602.0000, 3 -> 2
c : 562.0000, 3 -> 5
b : 794.0000, 4 -> 6
a : 352.0000, 4 -> 5
d : 324.0000, 5 -> 3
c : 598.0000, 5 -> 1
b : -427.0000, 6 -> 7
c : -852.0000, 6 -> 5
b : 916.0000, 7 -> 7
d : -125.0000, 7 -> 1
