a : 79.0000, 0 -> 0
b : 689.0000, 0 -> 4
c : 773.0000, 0 -> 2
d : 518.0000, 0 -> 0
a : -467.0000, 1 -> 6
b : 380.0000, 1 -> 5
c : -368.0000, 1 -> 5
d : 946.0000, 1 -> 6
a : -500.0000, 2 -> 4
b : 513.0000, 2 -> 6
c : 259.0000, 2 -> 1
d : -40.0000, 2 -> 4
a : 467.0000, 3 -> 2
b : -317.0000, 3 -> 2
c : 350.0000, 3 -> 0
d : 832.0000, 3 -> 6
a : 360.0000, 4 -> 5
b : -885.0000, 4 -> 5
c : -649.0000, 4 -> 1
d : 175.0000, 4 -> 6
a : 58.0000, 5 -> 2
b : 578.0000, 5 -> 6
c : -45.0000, 5 -> 0
d : 692.0000, 5 -> 4
a : 336.0000, 6 -> 6
b : 409.0000, 6 -> 1
c : 169.0000, 6 -> 5
d : 751.0000, 6 -> 4
a : -880.0000, 7 -> 1
b : -837.0000, 7 -> 2
c : 939.0000, 7 -> 5
d : 745.0000, 7 -> 0
b : 917.0000, 0 -> 3
d : 474.0000, 0 -> 6
a : -864.0000, 1 -> 2
b : 657.0000, 1 -> 2
a : -643.0000, 2 -> 3
b : 924.0000, 2 -> 0
b : -619.0000, 3 -> 4
c : 134.0000, 3 -> 3
d : -643.0000, 4 -> 2
a : -714.0000, 4 -> 1
c : -314.0000, 5 -> 5
b : -616.0000, 5 -> 3
d : 37.0000, 6 -> 6
b : 236.0000, 6 -> 6
a : -487.0000, 7 -> 7
c : -932.0000, 7 -> 3
c : 954.0000, 5 -> 7
