a : 545.0000, 0 -> 3
b : -505.0000, 0 -> 1
c : 167.0000, 0 -> 2
d : 247.0000, 0 -> 0
a : -907.0000, 1 -> 2
b : -372.0000, 1 -> 1
c : 826.0000, 1 -> 0
d : -578.0000, 1 -> 3
a : -222.0000, 2 -> 0
b : -651.0000, 2 -> 0
c : -57.0000, 2 -> 3
d : 659.0000, 2 -> 1
a : -744.0000, 3 -> 0
b : 650.0000, 3 -> 1
c : 650.0000, 3 -> 2
d : -974.0000, 3 -> 3
c : -508.0000, 0 -> 0
d : 871.0000, 0 -> 2
b : 257.0000, 1 -> 2
a : -967.0000, 1 -> 1
d : -183.0000, 2 -> 3
a : 259.0000, 2 -> 3
c : -495.0000, 3 -> 0
d : 250.0000, 3 -> 1
