a : -741.0000, 0 -> 0
b : 833.0000, 0 -> 2
a : 838.0000, 1 -> 7
b : -825.0000, 1 -> 7
a : 592.0000, 2 -> 2
b : 43.0000, 2 -> 6
a : 894.0000, 3 -> 3
b : -420.0000, 3 -> 7
a : -441.0000, 4 -> 1
b : 891.0000, 4 -> 5
a : 773.0000, 5 -> 1
b : -334.0000, 5 -> 7
a : -358.0000, 6 -> 0
b : 930.0000, 6 -> 3
a : 576.0000, 7 -> 1
b : 593.0000, 7 -> 6
a : -96.0000, 0 -> 7
b : -162.0000, 1 -> 6
b : 14.0000, 2 -> 4
b : 553.0000, 3 -> 0
b : 411.0000, 4 -> 1
a : 442.0000, 5 -> 5
b : -938.0000, 6 -> 1
b : 646.0000, 7 -> 1
