a : -858.0000, 0 -> 2
b : 419.0000, 0 -> 1
c : 931.0000, 0 -> 3
d : -195.0000, 0 -> 0
a : 170.0000, 1 -> 0
b : 227.0000, 1 -> 1
c : 914.0000, 1 -> 1
d : -41.0000, 1 -> 2
a : -536.0000, 2 -> 3
b : 42.0000, 2 -> 2
c : -460.0000, 2 -> 2
d : 133.0000, 2 -> 0
a : -126.0000, 3 -> 0
b : -257.0000, 3 -> 3
c : -605.0000, 3 -> 2
d : 460.0000, 3 -> 3
b : 887.0000, 0 -> 2
c : -967.0000, 0 -> 0
a : -748.0000, 1 -> 2
d : 190.0000, 1 -> 1
c : 628.0000, 2 -> 3
b : 546.0000, 2 -> 1
a : 320.0000, 3 -> 1
b : 479.0000, 3 -> 1
