a : -108.0000, 0 -> 1
b : -872.0000, 0 -> 1
c : 56.0000, 0 -> 1
d : 193.0000, 0 -> 1
a : -53.0000, 1 -> 2
b : -138.0000, 1 -> 3
c : 574.0000, 1 -> 1
d : -552.0000, 1 -> 2
a : -636.0000, 2 -> 1
b : -51.0000, 2 -> 0
c : -951.0000, 2 -> 3
d : 390.0000, 2 -> 0
a : 231.0000, 3 -> 2
b : 180.0000, 3 -> 0
c : -776.0000, 3 -> 1
d : -837.0000, 3 -> 0
d : 964.0000, 0 -> 0
d : 437.0000, 0 -> 3
b : -976.0000, 1 -> 0
b : -310.0000, 1 -> 1
c : 686.0000, 2 -> 1
d : -442.0000, 2 -> 1
b : 931.0000, 3 -> 2
c : 407.0000, 3 -> 0
