a : -46.0000, 0 -> 0
b : -949.0000, 0 -> 1
c : -31.0000, 0 -> 0
d : -456.0000, 0 -> 3
a : 195.0000, 1 -> 1
b : 539.0000, 1 -> 1
c : 204.0000, 1 -> 0
d : -746.0000, 1 -> 0
a : 480.0000, 2 -> 1
b : -770.0000, 2 -> 3
c : -988.0000, 2 -> 1
d : -396.0000, 2 -> 3
a : 138.0000, 3 -> 2
b : 871.0000, 3 -> 3
c : 697.0000, 3 -> 1
d : -148.0000, 3 -> 2
b : 600.0000, 0 -> 0
d : -867.0000, 0 -> 2
b : -384.0000, 1 -> 0
c : -772.0000, 1 -> 2
c : 783.0000, 2 -> 2
c : 95.0000, 2 -> 3
d : 165.0000, 3 -> 0
b : 8.0000, 3 -> 1
