a : -149.0000, 0 -> 1
b : 958.0000, 0 -> 3
c : -966.0000, 0 -> 1
d : -659.0000, 0 -> 3
a : -825.0000, 1 -> 1
b : 634.0000, 1 -> 2
c : 162.0000, 1 -> 0
d : 999.0000, 1 -> 3
a : 903.0000, 2 -> 3
b : -178.0000, 2 -> 0
c : 449.0000, 2 -> 1
d : -287.0000, 2 -> 1
a : -392.0000, 3 -> 3
b : -196.0000, 3 -> 0
c : -251.0000, 3 -> 3
d : 677.0000, 3 -> 1
a : -639.0000, 0 -> 0
c : -213.0000, 0 -> 3
d : 472.0000, 1 -> 0
a : -641.0000, 1 -> 3
b : 562.0000, 2 -> 1
d : 567.0000, 2 -> 0
d : -379.0000, 3 -> 0
d : 667.0000, 3 -> 2
