a : -187.0000, 0 -> 2
b : -237.0000, 0 -> 0
c : 840.0000, 0 -> 6
d : 983.0000, 0 -> 5
a : -241.0000, 1 -> 6
b : 443.0000, 1 -> 2
c : -222.0000, 1 -> 7
d : 921.0000, 1 -> 5
a : -843.0000, 2 -> 6
b : -319.0000, 2 -> 4
c : 116.0000, 2 -> 7
d : 471.0000, 2 -> 1
a : -276.0000, 3 -> 3
b : -2.0000, 3 -> 5
c : -363.0000, 3 -> 5
d : -31.0000, 3 -> 0
a : -119.0000, 4 -> 0
b : 139.0000, 4 -> 7
c : 519.0000, 4 -> 3
d : 576.0000, 4 -> 1
a : -184.0000, 5 -> 2
b : -63.0000, 5 -> 3
c : -723.0000, 5 -> 1
d : -703.0000, 5 -> 4
a : -786.0000, 6 -> 7
b : 444.0000, 6 -> 5
c : -350.0000, 6 -> 5
d : 197.0000, 6 -> 3
a : 317.0000, 7 -> 4
b : 45.0000, 7 -> 0
c : -950.0000, 7 -> 1
d : -227.0000, 7 -> 7
a : -350.0000, 0 -> 1
d : 203.0000, 0 -> 0
b : 221.0000, 1 -> 4
c : -55.0000, 1 -> 0
d : 884.0000, 2 -> 3
b : -177.0000, 2 -> 0
d : 573.0000, 3 -> 2
b : -907.0000, 3 -> 3
c : 893.0000, 4 -> 5
b : -135.0000, 4 -> 1
d : 427.0000, 5 -> 6
c : 652.0000, 5 -> 5
c : -33.0000, 6 -> 3
b : 853.0000, 6 -> 7
d : -265.0000, 7 -> 0
d : 221.0000, 7 -> 4
