a : 233.0000, 0 -> 2
b : 236.0000, 0 -> 0
c : -531.0000, 0 -> 3
d : 255.0000, 0 -> 1
a : 922.0000, 1 -> 0
b : 960.0000, 1 -> 3
c : -378.0000, 1 -> 0
d : 400.0000, 1 -> 2
a : -320.0000, 2 -> 2
b : 731.0000, 2 -> 0
c : -897.0000, 2 -> 2
d : 56.0000, 2 -> 2
a : 786.0000, 3 -> 1
b : 871.0000, 3 -> 0
c : 496.0000, 3 -> 1
d : 708.0000, 3 -> 3
a : -164.0000, 0 -> 3
a : 130.0000, 0 -> 0
b : 400.0000, 1 -> 0
d : 423.0000, 1 -> 1
c : -971.0000, 2 -> 0
b : -736.0000, 2 -> 1
c : 207.0000, 3 -> 3
a : -985.0000, 3 -> 3
