a : -756.0000, 0 -> 2
b : 553.0000, 0 -> 5
a : 236.0000, 1 -> 3
b : 797.0000, 1 -> 5
a : 142.0000, 2 -> 7
b : 243.0000, 2 -> 2
a : -931.0000, 3 -> 1
b : -220.0000, 3 -> 5
a : -501.0000, 4 -> 2
b : -161.0000, 4 -> 1
a : -89.0000, 5 -> 0
b : 671.0000, 5 -> 1
a : -690.0000, 6 -> 5
b : 851.0000, 6 -> 0
a : -644.0000, 7 -> 0
b : 749.0000, 7 -> 0
b : -611.0000, 0 -> 1
b : -856.0000, 1 -> 0
a : -459.0000, 2 -> 0
a : 717.0000, 3 -> 6
b : 254.0000, 4 -> 4
b : -261.0000, 5 -> 2
b : -604.0000, 6 -> 7
a : 875.0000, 7 -> 3
a : 897.0000, 6 -> 4
