a : -665.0000, 0 -> 2
b : -807.0000, 0 -> 1
c : -739.0000, 0 -> 1
d : 682.0000, 0 -> 1
a : -115.0000, 1 -> 1
b : -869.0000, 1 -> 2
c : 73.0000, 1 -> 2
d : 501.0000, 1 -> 1
a : 922.0000, 2 -> 1
b : 260.0000, 2 -> 3
c : 634.0000, 2 -> 2
d : -854.0000, 2 -> 3
a : -85.0000, 3 -> 2
b : 139.0000, 3 -> 3
c : 481.0000, 3 -> 0
d : -310.0000, 3 -> 1
b : -55.0000, 0 -> 0
c : 288.0000, 0 -> 3
a : 327.0000, 1 -> 2
b : -180.0000, 1 -> 1
b : -751.0000, 2 -> 1
a : 421.0000, 2 -> 3
c : 914.0000, 3 -> 2
b : -237.0000, 3 -> 1
