a : -875.0000, 0 -> 0
b : 596.0000, 0 -> 3
c : 728.0000, 0 -> 0
d : -756.0000, 0 -> 2
a : -789.0000, 1 -> 2
b : 765.0000, 1 -> 2
c : -28.0000, 1 -> 3
d : -834.0000, 1 -> 3
a : 892.0000, 2 -> 1
b : 50.0000, 2 -> 3
c : -266.0000, 2 -> 0
d : 885.0000, 2 -> 2
a : -835.0000, 3 -> 2
b : 939.0000, 3 -> 1
c : 862.0000, 3 -> 2
d : 627.0000, 3 -> 2
c : 481.0000, 0 -> 1
a : -159.0000, 0 -> 3
d : 702.0000, 1 -> 1
b : 629.0000, 1 -> 3
d : -337.0000, 2 -> 0
c : -955.0000, 2 -> 2
d : 165.0000, 3 -> 0
c : -658.0000, 3 -> 3
