a : 556.0000, 0 -> 1
b : -696.0000, 0 -> 3
c : 897.0000, 0 -> 1
d : 816.0000, 0 -> 0
a : -994.0000, 1 -> 1
b : -393.0000, 1 -> 3
c : -954.0000, 1 -> 1
d : -681.0000, 1 -> 1
a : -657.0000, 2 -> 1
b : 416.0000, 2 -> 1
c : -787.0000, 2 -> 2
d : -539.0000, 2 -> 1
a : -191.0000, 3 -> 2
b : 111.0000, 3 -> 2
c : 210.0000, 3 -> 2
d : 910.0000, 3 -> 2
c : 384.0000, 0 -> 0
d : -328.0000, 0 -> 1
b : -492.0000, 1 -> 1
d : -19.0000, 1 -> 0
b : -896.0000, 2 -> 2
a : 329.0000, 2 -> 3
d : 960.0000, 3 -> 0
d : -938.0000, 3 -> 1
