a : -800.0000, 0 -> 2
b : -581.0000, 0 -> 7
a : -449.0000, 1 -> 2
b : 353.0000, 1 -> 6
a : -429.0000, 2 -> 1
b : -630.0000, 2 -> 2
a : 725.0000, 3 -> 3
b : 821.0000, 3 -> 4
a : 480.0000, 4 -> 6
b : -58.0000, 4 -> 2
a : 328.0000, 5 -> 6
b : 589.0000, 5 -> 1
a : -999.0000, 6 -> 6
b : 3.0000, 6 -> 5
a : -709.0000, 7 -> 4
b : -718.0000, 7 -> 3
b : -947.0000, 0 -> 0
a : 152.0000, 1 -> 0
b : -768.0000, 2 -> 4
a : -305.0000, 3 -> 2
b : 756.0000, 4 -> 4
b : -287.0000, 5 -> 2
b : 916.0000, 6 -> 2
a : 83.0000, 7 -> 7
