a : 18.0000, 0 -> 1
b : -580.0000, 0 -> 3
c : -595.0000, 0 -> 2
d : 922.0000, 0 -> 1
a : 481.0000, 1 -> 1
b : -952.0000, 1 -> 3
c : 715.0000, 1 -> 0
d : 683.0000, 1 -> 3
a : -227.0000, 2 -> 1
b : 236.0000, 2 -> 3
c : 940.0000, 2 -> 0
d : -731.0000, 2 -> 3
a : 887.0000, 3 -> 1
b : -776.0000, 3 -> 1
c : -427.0000, 3 -> 0
d : -539.0000, 3 -> 2
c : 166.0000, 0 -> 0
c : 542.0000, 0 -> 1
b : -869.0000, 1 -> 2
c : 138.0000, 1 -> 3
c : -302.0000, 2 -> 3
d : 996.0000, 2 -> 2
b : 845.0000, 3 -> 2
a : -163.0000, 3 -> 3
