a : 136.0000, 0 -> 3
b : -911.0000, 0 -> 0
c : -360.0000, 0 -> 2
d : 199.0000, 0 -> 3
a : -230.0000, 1 -> 1
b : -885.0000, 1 -> 2
c : -9.0000, 1 -> 1
d : -206.0000, 1 -> 0
a : 441.0000, 2 -> 2
b : 6.0000, 2 -> 0
c : 419.0000, 2 -> 2
d : -277.0000, 2 -> 2
a : -642.0000, 3 -> 2
b : 333.0000, 3 -> 0
c : 113.0000, 3 -> 0
d : -707.0000, 3 -> 2
c : 962.0000, 0 -> 0
a : -508.0000, 0 -> 0
a : 937.0000, 1 -> 3
a : -419.0000, 1 -> 0
b : 790.0000, 2 -> 2
c : 870.0000, 2 -> 1
c : -759.0000, 3 -> 2
a : -977.0000, 3 -> 0
