a : 25.0000, 0 -> 2
b : -628.0000, 0 -> 6
a : 232.0000, 1 -> 5
b : 442.0000, 1 -> 5
a : -438.0000, 2 -> 3
b : 157.0000, 2 -> 7
a : -614.0000, 3 -> 0
b : -287.0000, 3 -> 3
a : 882.0000, 4 -> 5
b : -674.0000, 4 -> 6
a : 751.0000, 5 -> 6
b : 891.0000, 5 -> 1
a : 511.0000, 6 -> 2
b : -144.0000, 6 -> 2
a : 831.0000, 7 -> 7
b : 172.0000, 7 -> 2
b : -128.0000, 0 -> 1
a : 699.0000, 1 -> 3
b : 523.0000, 2 -> 4
a : 170.0000, 3 -> 5
b : 310.0000, 4 -> 2
b : 144.0000, 5 -> 5
a : 283.0000, 6 -> 0
a : -254.0000, 7 -> 6
