a : -262.0000, 0 -> 2
b : -695.0000, 0 -> 2
c : -346.0000, 0 -> 3
d : 982.0000, 0 -> 3
a : -140.0000, 1 -> 0
b : 722.0000, 1 -> 0
c : -976.0000, 1 -> 3
d : 577.0000, 1 -> 2
a : -450.0000, 2 -> 2
b : -541.0000, 2 -> 3
c : 31.0000, 2 -> 0
d : 859.0000, 2 -> 0
a : 641.0000, 3 -> 2
b : 680.0000, 3 -> 1
c : 583.0000, 3 -> 2
d : 575.0000, 3 -> 2
b : -742.0000, 0 -> 1
d : -190.0000, 0 -> 2
a : 208.0000, 1 -> 3
a : -428.0000, 1 -> 2
d : 658.0000, 2 -> 2
a : 547.0000, 2 -> 3
a : 361.0000, 3 -> 1
d : -829.0000, 3 -> 0
