a : 555.0000, 0 -> 6
b : -74.0000, 0 -> 7
a : 361.0000, 1 -> 1
b : 507.0000, 1 -> 3
a : -457.0000, 2 -> 1
b : -653.0000, 2 -> 0
a : 335.0000, 3 -> 5
b : -545.0000, 3 -> 4
a : -2.0000, 4 -> 3
b : 778.0000, 4 -> 2
a : -109.0000, 5 -> 7
b : 313.0000, 5 -> 4
a : -899.0000, 6 -> 1
b : -495.0000, 6 -> 6
a : -876.0000, 7 -> 4
b : -718.0000, 7 -> 0
b : -585.0000, 0 -> 1
a : -706.0000, 1 -> 4
a : 848.0000, 2 -> 6
a : -486.0000, 3 -> 6
b : -567.0000, 4 -> 0
a : -258.0000, 5 -> 6
b : -128.0000, 6 -> 4
a : -593.0000, 7 -> 1
